nutrition,value,measure,food_product,pr_daily_norm
"Fiber, total dietary",3.9,G,saffron,13.928571428571429
"Iron, Fe",11.1,MG,saffron,61.66666666666667
Vitamin B-12,0.0,UG,saffron,0.0
Cholesterol,0.0,MG,saffron,0.0
"Copper, Cu",0.328,MG,saffron,36.44444444444444
"Manganese, Mn",28.4,MG,saffron,1234.7826086956522
"Fatty acids, total saturated",1.59,G,saffron,7.95
Total lipid (fat),5.85,G,saffron,7.5
"Selenium, Se",5.6,UG,saffron,10.18181818181818
"Zinc, Zn",1.09,MG,saffron,9.90909090909091
Niacin,1.46,MG,saffron,9.125
"Magnesium, Mg",264,MG,saffron,62.857142857142854
"Vitamin C, total ascorbic acid",80.8,MG,saffron,89.77777777777777
Thiamin,0.115,MG,saffron,9.583333333333334
Riboflavin,0.267,MG,saffron,20.53846153846154
Vitamin D (D2 + D3),0.0,UG,saffron,0.0
"Folate, DFE",93.0,UG,saffron,23.25
Vitamin B-6,1.01,MG,saffron,59.411764705882355
"Vitamin A, RAE",27.0,UG,saffron,3.0
"Sodium, Na",148,MG,saffron,6.434782608695652
Vitamin E (alpha-tocopherol),0.0,MG,sake,0.0
"Vitamin A, RAE",0.0,UG,sake,0.0
Vitamin K (phylloquinone),0.0,UG,sake,0.0
Vitamin D (D2 + D3),0.0,UG,sake,0.0
"Selenium, Se",1.4,UG,sake,2.545454545454545
Total lipid (fat),0.0,G,sake,0.0
"Carbohydrate, by difference",5.0,G,sake,1.8181818181818181
"Folate, DFE",0.0,UG,sake,0.0
Niacin,0.0,MG,sake,0.0
Vitamin B-6,0.0,MG,sake,0.0
"Choline, total",0.0,MG,sake,0.0
"Calcium, Ca",5.0,MG,sake,0.38461538461538464
"Potassium, K",25.0,MG,sake,0.5319148936170213
"Zinc, Zn",0.02,MG,sake,0.18181818181818182
"Fiber, total dietary",0.0,G,sake,0.0
"Iron, Fe",0.1,MG,sake,0.5555555555555556
"Magnesium, Mg",6.0,MG,sake,1.4285714285714286
"Phosphorus, P",6.0,MG,sake,0.48
"Sodium, Na",2.0,MG,sake,0.08695652173913043
"Copper, Cu",0.009,MG,sake,0.9999999999999999
Cholesterol,0.0,MG,sake,0.0
"Vitamin C, total ascorbic acid",0.0,MG,sake,0.0
Thiamin,0.0,MG,sake,0.0
Riboflavin,0.0,MG,sake,0.0
Vitamin B-12,0.0,UG,sake,0.0
"Fatty acids, total saturated",0.0,G,sake,0.0
Protein,0.5,G,sake,1.0
Protein,1.48,G,salad,2.96
Total lipid (fat),13.9,G,salad,17.82051282051282
"Carbohydrate, by difference",12.2,G,salad,4.4363636363636365
"Fiber, total dietary",2.1,G,salad,7.5
"Calcium, Ca",16.0,MG,salad,1.2307692307692308
"Iron, Fe",0.37,MG,salad,2.055555555555556
"Magnesium, Mg",16.0,MG,salad,3.8095238095238098
"Phosphorus, P",37.0,MG,salad,2.96
"Potassium, K",144,MG,salad,3.0638297872340425
"Sodium, Na",86.0,MG,salad,3.739130434782609
"Zinc, Zn",0.27,MG,salad,2.4545454545454546
"Copper, Cu",0.15,MG,salad,16.666666666666664
"Selenium, Se",0.7,UG,salad,1.2727272727272725
"Vitamin A, RAE",6.0,UG,salad,0.6666666666666667
Vitamin E (alpha-tocopherol),0.61,MG,salad,4.066666666666666
Vitamin D (D2 + D3),0.0,UG,salad,0.0
"Vitamin C, total ascorbic acid",3.5,MG,salad,3.888888888888889
Thiamin,0.047,MG,salad,3.916666666666667
Riboflavin,0.043,MG,salad,3.3076923076923075
Niacin,0.182,MG,salad,1.1375
Vitamin B-6,0.081,MG,salad,4.764705882352942
Vitamin B-12,0.02,UG,salad,0.8333333333333334
"Choline, total",10.2,MG,salad,1.8545454545454545
Vitamin K (phylloquinone),26.3,UG,salad,21.916666666666668
"Folate, DFE",12.0,UG,salad,3.0
Cholesterol,5.0,MG,salad,1.6666666666666667
"Fatty acids, total saturated",1.91,G,salad,9.55
Protein,1.48,G,salad dressing,2.96
Total lipid (fat),13.9,G,salad dressing,17.82051282051282
"Carbohydrate, by difference",12.2,G,salad dressing,4.4363636363636365
"Fiber, total dietary",2.1,G,salad dressing,7.5
"Calcium, Ca",16.0,MG,salad dressing,1.2307692307692308
"Iron, Fe",0.37,MG,salad dressing,2.055555555555556
"Magnesium, Mg",16.0,MG,salad dressing,3.8095238095238098
"Phosphorus, P",37.0,MG,salad dressing,2.96
"Potassium, K",144,MG,salad dressing,3.0638297872340425
"Sodium, Na",86.0,MG,salad dressing,3.739130434782609
"Zinc, Zn",0.27,MG,salad dressing,2.4545454545454546
"Copper, Cu",0.15,MG,salad dressing,16.666666666666664
"Selenium, Se",0.7,UG,salad dressing,1.2727272727272725
"Vitamin A, RAE",6.0,UG,salad dressing,0.6666666666666667
Vitamin E (alpha-tocopherol),0.61,MG,salad dressing,4.066666666666666
Vitamin D (D2 + D3),0.0,UG,salad dressing,0.0
"Vitamin C, total ascorbic acid",3.5,MG,salad dressing,3.888888888888889
Thiamin,0.047,MG,salad dressing,3.916666666666667
Riboflavin,0.043,MG,salad dressing,3.3076923076923075
Niacin,0.182,MG,salad dressing,1.1375
Vitamin B-6,0.081,MG,salad dressing,4.764705882352942
Vitamin B-12,0.02,UG,salad dressing,0.8333333333333334
"Choline, total",10.2,MG,salad dressing,1.8545454545454545
Vitamin K (phylloquinone),26.3,UG,salad dressing,21.916666666666668
"Folate, DFE",12.0,UG,salad dressing,3.0
Cholesterol,5.0,MG,salad dressing,1.6666666666666667
"Fatty acids, total saturated",1.91,G,salad dressing,9.55
Protein,7.55,G,salmon,15.1
Total lipid (fat),1.86,G,salmon,2.3846153846153846
"Carbohydrate, by difference",3.31,G,salmon,1.2036363636363636
"Fiber, total dietary",1.0,G,salmon,3.571428571428571
"Calcium, Ca",88.0,MG,salmon,6.769230769230769
"Iron, Fe",0.51,MG,salmon,2.8333333333333335
"Magnesium, Mg",18.0,MG,salmon,4.285714285714286
"Phosphorus, P",135,MG,salmon,10.8
"Potassium, K",270,MG,salmon,5.74468085106383
"Sodium, Na",145,MG,salmon,6.304347826086956
"Zinc, Zn",0.4,MG,salmon,3.6363636363636367
"Copper, Cu",0.063,MG,salmon,6.999999999999999
"Selenium, Se",11.7,UG,salmon,21.27272727272727
"Vitamin A, RAE",30.0,UG,salmon,3.3333333333333335
Vitamin E (alpha-tocopherol),0.53,MG,salmon,3.5333333333333337
Vitamin D (D2 + D3),4.8,UG,salmon,24.0
"Vitamin C, total ascorbic acid",8.9,MG,salmon,9.88888888888889
Thiamin,0.035,MG,salmon,2.916666666666667
Riboflavin,0.084,MG,salmon,6.461538461538462
Niacin,2.62,MG,salmon,16.375
Vitamin B-6,0.158,MG,salmon,9.294117647058824
Vitamin B-12,1.54,UG,salmon,64.16666666666667
"Choline, total",34.9,MG,salmon,6.345454545454546
Vitamin K (phylloquinone),23.1,UG,salmon,19.25
"Folate, DFE",20.0,UG,salmon,5.0
Cholesterol,19.0,MG,salmon,6.333333333333334
"Fatty acids, total saturated",0.321,G,salmon,1.6050000000000002
Protein,11.5,G,sandwich,23.0
Total lipid (fat),24.5,G,sandwich,31.41025641025641
"Carbohydrate, by difference",58.4,G,sandwich,21.236363636363638
"Fiber, total dietary",2.3,G,sandwich,8.214285714285714
"Calcium, Ca",81.0,MG,sandwich,6.230769230769231
"Iron, Fe",2.77,MG,sandwich,15.388888888888888
"Magnesium, Mg",55.0,MG,sandwich,13.095238095238097
"Phosphorus, P",274,MG,sandwich,21.92
"Potassium, K",215,MG,sandwich,4.574468085106383
"Sodium, Na",801,MG,sandwich,34.82608695652174
"Zinc, Zn",1.13,MG,sandwich,10.272727272727272
"Copper, Cu",0.324,MG,sandwich,36.0
"Selenium, Se",10.8,UG,sandwich,19.636363636363637
"Vitamin A, RAE",1.0,UG,sandwich,0.1111111111111111
Vitamin E (alpha-tocopherol),2.06,MG,sandwich,13.733333333333334
Vitamin D (D2 + D3),0.0,UG,sandwich,0.0
"Vitamin C, total ascorbic acid",0.0,MG,sandwich,0.0
Thiamin,0.489,MG,sandwich,40.75
Riboflavin,0.271,MG,sandwich,20.846153846153847
Niacin,6.11,MG,sandwich,38.1875
Vitamin B-6,0.148,MG,sandwich,8.705882352941176
Vitamin B-12,0.01,UG,sandwich,0.4166666666666667
"Choline, total",24.7,MG,sandwich,4.49090909090909
Vitamin K (phylloquinone),9.5,UG,sandwich,7.916666666666666
"Folate, DFE",122,UG,sandwich,30.5
Cholesterol,0.0,MG,sandwich,0.0
"Fatty acids, total saturated",4.8,G,sandwich,24.0
Protein,0.04,G,sangria,0.08
Total lipid (fat),0.04,G,sangria,0.05128205128205128
"Carbohydrate, by difference",8.26,G,sangria,3.0036363636363634
"Fiber, total dietary",0.0,G,sangria,0.0
"Calcium, Ca",6.0,MG,sangria,0.46153846153846156
"Iron, Fe",0.15,MG,sangria,0.8333333333333334
"Magnesium, Mg",6.0,MG,sangria,1.4285714285714286
"Phosphorus, P",9.0,MG,sangria,0.72
"Potassium, K",39.0,MG,sangria,0.8297872340425531
"Sodium, Na",11.0,MG,sangria,0.47826086956521735
"Zinc, Zn",0.1,MG,sangria,0.9090909090909092
"Copper, Cu",0.014,MG,sangria,1.5555555555555556
"Selenium, Se",0.1,UG,sangria,0.18181818181818182
"Vitamin A, RAE",0.0,UG,sangria,0.0
Vitamin E (alpha-tocopherol),0.0,MG,sangria,0.0
Vitamin D (D2 + D3),0.0,UG,sangria,0.0
"Vitamin C, total ascorbic acid",0.3,MG,sangria,0.3333333333333333
Thiamin,0.003,MG,sangria,0.25
Riboflavin,0.008,MG,sangria,0.6153846153846154
Niacin,0.059,MG,sangria,0.36874999999999997
Vitamin B-6,0.026,MG,sangria,1.5294117647058822
Vitamin B-12,0.0,UG,sangria,0.0
"Choline, total",2.3,MG,sangria,0.41818181818181815
Vitamin K (phylloquinone),0.2,UG,sangria,0.16666666666666669
"Folate, DFE",1.0,UG,sangria,0.25
Cholesterol,0.0,MG,sangria,0.0
"Fatty acids, total saturated",0.002,G,sangria,0.01
Protein,17.9,G,sardine,35.8
Total lipid (fat),7.96,G,sardine,10.205128205128206
"Carbohydrate, by difference",21.9,G,sardine,7.963636363636363
"Fiber, total dietary",1.0,G,sardine,3.571428571428571
"Calcium, Ca",306,MG,sardine,23.53846153846154
"Iron, Fe",3.12,MG,sardine,17.333333333333336
"Magnesium, Mg",34.0,MG,sardine,8.095238095238095
"Phosphorus, P",322,MG,sardine,25.759999999999998
"Potassium, K",273,MG,sardine,5.808510638297872
"Sodium, Na",383,MG,sardine,16.652173913043477
"Zinc, Zn",1.12,MG,sardine,10.181818181818182
"Copper, Cu",0.158,MG,sardine,17.555555555555554
"Selenium, Se",39.6,UG,sardine,72.0
"Vitamin A, RAE",18.0,UG,sardine,2.0
Vitamin E (alpha-tocopherol),1.23,MG,sardine,8.200000000000001
Vitamin D (D2 + D3),2.7,UG,sardine,13.5
"Vitamin C, total ascorbic acid",0.0,MG,sardine,0.0
Thiamin,0.27,MG,sardine,22.500000000000004
Riboflavin,0.233,MG,sardine,17.923076923076923
Niacin,5.03,MG,sardine,31.4375
Vitamin B-6,0.134,MG,sardine,7.882352941176471
Vitamin B-12,4.97,UG,sardine,207.08333333333334
"Choline, total",48.2,MG,sardine,8.763636363636364
Vitamin K (phylloquinone),1.5,UG,sardine,1.25
"Folate, DFE",82.0,UG,sardine,20.5
Cholesterol,79.0,MG,sardine,26.333333333333332
"Fatty acids, total saturated",1.21,G,sardine,6.05
Protein,1.34,G,sauce,2.68
Total lipid (fat),2.15,G,sauce,2.7564102564102564
"Carbohydrate, by difference",29.6,G,sauce,10.763636363636364
"Fiber, total dietary",1.8,G,sauce,6.42857142857143
"Calcium, Ca",39.0,MG,sauce,3.0
"Iron, Fe",0.12,MG,sauce,0.6666666666666666
"Magnesium, Mg",8.0,MG,sauce,1.9047619047619049
"Phosphorus, P",37.0,MG,sauce,2.96
"Potassium, K",134,MG,sauce,2.851063829787234
"Sodium, Na",62.0,MG,sauce,2.6956521739130435
"Zinc, Zn",0.14,MG,sauce,1.2727272727272727
"Copper, Cu",0.025,MG,sauce,2.777777777777778
"Selenium, Se",0.4,UG,sauce,0.7272727272727273
"Vitamin A, RAE",5.0,UG,sauce,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,sauce,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,sauce,0.0
"Vitamin C, total ascorbic acid",3.6,MG,sauce,4.0
Thiamin,0.038,MG,sauce,3.166666666666667
Riboflavin,0.084,MG,sauce,6.461538461538462
Niacin,0.105,MG,sauce,0.65625
Vitamin B-6,0.045,MG,sauce,2.6470588235294117
Vitamin B-12,0.08,UG,sauce,3.3333333333333335
"Choline, total",4.6,MG,sauce,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,sauce,1.7500000000000002
"Folate, DFE",3.0,UG,sauce,0.75
Cholesterol,2.0,MG,sauce,0.6666666666666667
"Fatty acids, total saturated",0.64,G,sauce,3.2
Vitamin D (D2 + D3),1.1,UG,sausage,5.500000000000001
"Calcium, Ca",11.0,MG,sausage,0.8461538461538461
"Potassium, K",483,MG,sausage,10.27659574468085
"Zinc, Zn",1.31,MG,sausage,11.90909090909091
Total lipid (fat),28.2,G,sausage,36.15384615384615
Niacin,2.81,MG,sausage,17.5625
Pantothenic acid,0.536,MG,sausage,10.72
Vitamin B-6,0.179,MG,sausage,10.529411764705882
"Choline, total",61.1,MG,sausage,11.10909090909091
"Selenium, Se",18.3,UG,sausage,33.27272727272727
"Fiber, total dietary",0.0,G,sausage,0.0
"Iron, Fe",0.59,MG,sausage,3.2777777777777772
"Magnesium, Mg",11.0,MG,sausage,2.619047619047619
"Phosphorus, P",157,MG,sausage,12.559999999999999
"Sodium, Na",827,MG,sausage,35.95652173913044
"Copper, Cu",0.176,MG,sausage,19.555555555555554
"Manganese, Mn",0.011,MG,sausage,0.47826086956521735
Protein,12.0,G,sausage,24.0
Thiamin,0.212,MG,sausage,17.666666666666668
Riboflavin,0.18,MG,sausage,13.846153846153845
Vitamin B-12,0.66,UG,sausage,27.500000000000004
Cholesterol,61.0,MG,sausage,20.333333333333332
"Fatty acids, total saturated",9.31,G,sausage,46.550000000000004
"Folate, DFE",1.0,UG,sausage,0.25
"Vitamin C, total ascorbic acid",0.0,MG,sausage,0.0
Vitamin K (phylloquinone),0.0,UG,sausage,0.0
Vitamin E (alpha-tocopherol),0.25,MG,sausage,1.6666666666666667
"Vitamin A, RAE",0.0,UG,sausage,0.0
"Carbohydrate, by difference",0.94,G,sausage,0.3418181818181818
Protein,1.34,G,sauté,2.68
Total lipid (fat),2.15,G,sauté,2.7564102564102564
"Carbohydrate, by difference",29.6,G,sauté,10.763636363636364
"Fiber, total dietary",1.8,G,sauté,6.42857142857143
"Calcium, Ca",39.0,MG,sauté,3.0
"Iron, Fe",0.12,MG,sauté,0.6666666666666666
"Magnesium, Mg",8.0,MG,sauté,1.9047619047619049
"Phosphorus, P",37.0,MG,sauté,2.96
"Potassium, K",134,MG,sauté,2.851063829787234
"Sodium, Na",62.0,MG,sauté,2.6956521739130435
"Zinc, Zn",0.14,MG,sauté,1.2727272727272727
"Copper, Cu",0.025,MG,sauté,2.777777777777778
"Selenium, Se",0.4,UG,sauté,0.7272727272727273
"Vitamin A, RAE",5.0,UG,sauté,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,sauté,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,sauté,0.0
"Vitamin C, total ascorbic acid",3.6,MG,sauté,4.0
Thiamin,0.038,MG,sauté,3.166666666666667
Riboflavin,0.084,MG,sauté,6.461538461538462
Niacin,0.105,MG,sauté,0.65625
Vitamin B-6,0.045,MG,sauté,2.6470588235294117
Vitamin B-12,0.08,UG,sauté,3.3333333333333335
"Choline, total",4.6,MG,sauté,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,sauté,1.7500000000000002
"Folate, DFE",3.0,UG,sauté,0.75
Cholesterol,2.0,MG,sauté,0.6666666666666667
"Fatty acids, total saturated",0.64,G,sauté,3.2
Protein,11.1,G,scallop,22.2
Total lipid (fat),12.5,G,scallop,16.025641025641026
"Carbohydrate, by difference",14.1,G,scallop,5.127272727272727
"Fiber, total dietary",0.5,G,scallop,1.7857142857142856
"Calcium, Ca",19.0,MG,scallop,1.4615384615384615
"Iron, Fe",1.18,MG,scallop,6.5555555555555545
"Magnesium, Mg",22.0,MG,scallop,5.238095238095238
"Phosphorus, P",277,MG,scallop,22.16
"Potassium, K",180,MG,scallop,3.829787234042553
"Sodium, Na",466,MG,scallop,20.26086956521739
"Zinc, Zn",0.84,MG,scallop,7.636363636363636
"Copper, Cu",0.045,MG,scallop,5.0
"Selenium, Se",12.8,UG,scallop,23.272727272727273
"Vitamin A, RAE",3.0,UG,scallop,0.33333333333333337
Vitamin E (alpha-tocopherol),1.92,MG,scallop,12.8
Vitamin D (D2 + D3),0.0,UG,scallop,0.0
"Vitamin C, total ascorbic acid",0.0,MG,scallop,0.0
Thiamin,0.15,MG,scallop,12.5
Riboflavin,0.084,MG,scallop,6.461538461538462
Niacin,1.54,MG,scallop,9.625
Vitamin B-6,0.063,MG,scallop,3.705882352941177
Vitamin B-12,0.94,UG,scallop,39.166666666666664
"Choline, total",56.3,MG,scallop,10.236363636363636
Vitamin K (phylloquinone),13.0,UG,scallop,10.833333333333334
"Folate, DFE",47.0,UG,scallop,11.75
Cholesterol,25.0,MG,scallop,8.333333333333332
"Fatty acids, total saturated",1.79,G,scallop,8.95
Protein,0.0,G,scotch,0.0
Total lipid (fat),0.0,G,scotch,0.0
"Carbohydrate, by difference",0.0,G,scotch,0.0
"Fiber, total dietary",0.0,G,scotch,0.0
"Calcium, Ca",0.0,MG,scotch,0.0
"Iron, Fe",0.04,MG,scotch,0.2222222222222222
"Magnesium, Mg",0.0,MG,scotch,0.0
"Phosphorus, P",4.0,MG,scotch,0.32
"Potassium, K",2.0,MG,scotch,0.0425531914893617
"Sodium, Na",1.0,MG,scotch,0.043478260869565216
"Zinc, Zn",0.04,MG,scotch,0.36363636363636365
"Copper, Cu",0.021,MG,scotch,2.3333333333333335
"Selenium, Se",0.0,UG,scotch,0.0
"Vitamin A, RAE",0.0,UG,scotch,0.0
Vitamin E (alpha-tocopherol),0.0,MG,scotch,0.0
Vitamin D (D2 + D3),0.0,UG,scotch,0.0
"Vitamin C, total ascorbic acid",0.0,MG,scotch,0.0
Thiamin,0.006,MG,scotch,0.5
Riboflavin,0.004,MG,scotch,0.3076923076923077
Niacin,0.013,MG,scotch,0.08125
Vitamin B-6,0.001,MG,scotch,0.05882352941176471
Vitamin B-12,0.0,UG,scotch,0.0
"Choline, total",0.0,MG,scotch,0.0
Vitamin K (phylloquinone),0.0,UG,scotch,0.0
"Folate, DFE",0.0,UG,scotch,0.0
Cholesterol,0.0,MG,scotch,0.0
"Fatty acids, total saturated",0.0,G,scotch,0.0
Protein,8.03,G,seafood,16.06
Total lipid (fat),4.77,G,seafood,6.115384615384615
"Carbohydrate, by difference",16.4,G,seafood,5.963636363636363
"Fiber, total dietary",0.8,G,seafood,2.857142857142857
"Calcium, Ca",18.0,MG,seafood,1.3846153846153846
"Iron, Fe",1.21,MG,seafood,6.722222222222222
"Magnesium, Mg",14.0,MG,seafood,3.3333333333333335
"Phosphorus, P",87.0,MG,seafood,6.959999999999999
"Potassium, K",112,MG,seafood,2.382978723404255
"Sodium, Na",609,MG,seafood,26.47826086956522
"Zinc, Zn",0.69,MG,seafood,6.2727272727272725
"Copper, Cu",0.078,MG,seafood,8.666666666666668
"Selenium, Se",11.2,UG,seafood,20.36363636363636
"Vitamin A, RAE",25.0,UG,seafood,2.7777777777777777
Vitamin E (alpha-tocopherol),0.9,MG,seafood,6.000000000000001
Vitamin D (D2 + D3),0.0,UG,seafood,0.0
"Vitamin C, total ascorbic acid",9.7,MG,seafood,10.777777777777777
Thiamin,0.127,MG,seafood,10.583333333333334
Riboflavin,0.083,MG,seafood,6.384615384615384
Niacin,2.28,MG,seafood,14.249999999999998
Vitamin B-6,0.108,MG,seafood,6.352941176470589
Vitamin B-12,1.24,UG,seafood,51.66666666666667
"Choline, total",23.6,MG,seafood,4.290909090909091
Vitamin K (phylloquinone),3.0,UG,seafood,2.5
"Folate, DFE",49.0,UG,seafood,12.25
Cholesterol,25.0,MG,seafood,8.333333333333332
"Fatty acids, total saturated",1.01,G,seafood,5.050000000000001
"Folate, DFE",49.0,UG,seed,12.25
"Fiber, total dietary",4.8,G,seed,17.142857142857142
Vitamin D (D2 + D3),0.0,UG,seed,0.0
"Vitamin A, RAE",12.0,UG,seed,1.3333333333333335
"Vitamin C, total ascorbic acid",6.1,MG,seed,6.777777777777777
Thiamin,0.29,MG,seed,24.166666666666668
Riboflavin,0.17,MG,seed,13.076923076923078
Vitamin B-12,0.0,UG,seed,0.0
Cholesterol,0.0,MG,seed,0.0
"Fatty acids, total saturated",0.621,G,seed,3.105
"Iron, Fe",0.6,MG,seed,3.3333333333333335
"Magnesium, Mg",50.0,MG,seed,11.904761904761903
"Phosphorus, P",124,MG,seed,9.92
"Sodium, Na",23.0,MG,seed,1.0
"Copper, Cu",1.07,MG,seed,118.88888888888889
"Manganese, Mn",0.132,MG,seed,5.739130434782609
Protein,5.3,G,seed,10.6
"Calcium, Ca",61.0,MG,seed,4.6923076923076925
"Potassium, K",875,MG,seed,18.617021276595743
"Zinc, Zn",0.83,MG,seed,7.545454545454546
Niacin,5.3,MG,seed,33.125
Pantothenic acid,0.816,MG,seed,16.319999999999997
Vitamin B-6,0.298,MG,seed,17.529411764705884
Total lipid (fat),2.3,G,seed,2.9487179487179485
"Carbohydrate, by difference",32.0,G,seed,11.636363636363637
"Fiber, total dietary",7.1,G,self,25.357142857142854
"Vitamin A, RAE",0.0,UG,self,0.0
"Folate, DFE",375,UG,self,93.75
Protein,8.41,G,self,16.82
"Iron, Fe",4.73,MG,self,26.27777777777778
"Magnesium, Mg",49.0,MG,self,11.666666666666666
"Phosphorus, P",623,MG,self,49.84
"Sodium, Na",1350.0,MG,self,58.69565217391305
"Copper, Cu",0.13,MG,self,14.444444444444446
Vitamin B-12,0.0,UG,self,0.0
Cholesterol,0.0,MG,self,0.0
"Fatty acids, total saturated",0.234,G,self,1.17
"Vitamin C, total ascorbic acid",0.0,MG,self,0.0
Thiamin,0.678,MG,self,56.50000000000001
Riboflavin,0.387,MG,self,29.76923076923077
Total lipid (fat),1.72,G,self,2.205128205128205
"Carbohydrate, by difference",74.8,G,self,27.199999999999996
"Calcium, Ca",350,MG,self,26.923076923076923
"Potassium, K",170,MG,self,3.6170212765957444
"Zinc, Zn",1.0,MG,self,9.090909090909092
Niacin,4.57,MG,self,28.5625
Vitamin B-6,0.39,MG,self,22.941176470588236
Vitamin D (D2 + D3),0.0,UG,self,0.0
"Selenium, Se",89.4,UG,semolina,162.54545454545456
"Vitamin A, RAE",0.0,UG,semolina,0.0
"Folate, DFE",261,UG,semolina,65.25
Protein,12.7,G,semolina,25.4
"Vitamin C, total ascorbic acid",0.0,MG,semolina,0.0
Thiamin,0.811,MG,semolina,67.58333333333334
Riboflavin,0.571,MG,semolina,43.92307692307692
"Fiber, total dietary",3.9,G,semolina,13.928571428571429
"Iron, Fe",4.36,MG,semolina,24.22222222222222
"Magnesium, Mg",47.0,MG,semolina,11.190476190476192
"Phosphorus, P",136,MG,semolina,10.879999999999999
"Sodium, Na",1.0,MG,semolina,0.043478260869565216
"Copper, Cu",0.189,MG,semolina,21.0
"Manganese, Mn",0.619,MG,semolina,26.913043478260875
Cholesterol,0.0,MG,semolina,0.0
"Fatty acids, total saturated",0.15,G,semolina,0.75
Vitamin B-12,0.0,UG,semolina,0.0
Total lipid (fat),1.05,G,semolina,1.3461538461538463
"Carbohydrate, by difference",72.8,G,semolina,26.47272727272727
"Calcium, Ca",17.0,MG,semolina,1.3076923076923077
"Potassium, K",186,MG,semolina,3.957446808510638
"Zinc, Zn",1.05,MG,semolina,9.545454545454547
Vitamin E (alpha-tocopherol),0.26,MG,semolina,1.7333333333333332
Niacin,5.99,MG,semolina,37.4375
Pantothenic acid,0.58,MG,semolina,11.6
Vitamin B-6,0.103,MG,semolina,6.0588235294117645
Vitamin D (D2 + D3),0.0,UG,semolina,0.0
Protein,3.1,G,sesame,6.2
Total lipid (fat),45.2,G,sesame,57.948717948717956
"Carbohydrate, by difference",8.6,G,sesame,3.127272727272727
"Fiber, total dietary",1.0,G,sesame,3.571428571428571
"Calcium, Ca",19.0,MG,sesame,1.4615384615384615
"Iron, Fe",0.6,MG,sesame,3.3333333333333335
"Magnesium, Mg",0.0,MG,sesame,0.0
"Phosphorus, P",37.0,MG,sesame,2.96
"Potassium, K",157,MG,sesame,3.3404255319148937
"Sodium, Na",1000.0,MG,sesame,43.47826086956522
"Zinc, Zn",0.1,MG,sesame,0.9090909090909092
"Copper, Cu",0.0,MG,sesame,0.0
"Selenium, Se",1.6,UG,sesame,2.909090909090909
"Vitamin A, RAE",2.0,UG,sesame,0.2222222222222222
Vitamin E (alpha-tocopherol),5.0,MG,sesame,33.33333333333333
Vitamin D (D2 + D3),0.0,UG,sesame,0.0
"Vitamin C, total ascorbic acid",0.0,MG,sesame,0.0
Thiamin,0.0,MG,sesame,0.0
Riboflavin,0.0,MG,sesame,0.0
Niacin,0.0,MG,sesame,0.0
Vitamin B-6,0.0,MG,sesame,0.0
Vitamin B-12,0.0,UG,sesame,0.0
"Choline, total",4.0,MG,sesame,0.7272727272727273
Vitamin K (phylloquinone),56.0,UG,sesame,46.666666666666664
"Folate, DFE",0.0,UG,sesame,0.0
Cholesterol,0.0,MG,sesame,0.0
"Fatty acids, total saturated",6.2,G,sesame,31.0
Protein,0.0,G,sesame oil,0.0
Total lipid (fat),100,G,sesame oil,128.2051282051282
"Carbohydrate, by difference",0.0,G,sesame oil,0.0
"Fiber, total dietary",0.0,G,sesame oil,0.0
"Calcium, Ca",0.0,MG,sesame oil,0.0
"Iron, Fe",0.0,MG,sesame oil,0.0
"Magnesium, Mg",0.0,MG,sesame oil,0.0
"Phosphorus, P",0.0,MG,sesame oil,0.0
"Potassium, K",0.0,MG,sesame oil,0.0
"Sodium, Na",0.0,MG,sesame oil,0.0
"Zinc, Zn",0.0,MG,sesame oil,0.0
"Copper, Cu",0.0,MG,sesame oil,0.0
"Selenium, Se",0.0,UG,sesame oil,0.0
"Vitamin A, RAE",0.0,UG,sesame oil,0.0
Vitamin E (alpha-tocopherol),1.4,MG,sesame oil,9.333333333333332
Vitamin D (D2 + D3),0.0,UG,sesame oil,0.0
"Vitamin C, total ascorbic acid",0.0,MG,sesame oil,0.0
